user_id,journey_length,converted,revenue
U000088,4,0,0.0
U000089,2,0,0.0
U000090,5,1,2530.66
U000091,2,0,0.0
U000092,1,0,0.0
U000093,3,0,0.0
U000094,1,1,777.39
U000095,2,0,0.0
U000096,2,0,0.0
U000097,3,0,0.0
U000098,2,0,0.0
U000099,5,0,0.0
U000100,2,0,0.0
U000101,1,0,0.0
U000102,1,0,0.0
U000103,2,0,0.0
U000104,2,0,0.0
U000105,1,0,0.0
U000106,2,0,0.0
U000107,4,1,3964.56
U000108,3,0,0.0
U000109,1,0,0.0
U000110,1,0,0.0
U000111,5,0,0.0
U000112,2,0,0.0
U000113,3,0,0.0
U000114,3,0,0.0
U000115,1,0,0.0
U000116,4,0,0.0
U000117,3,0,0.0
U000118,3,1,3057.7
U000119,1,0,0.0
U000120,2,0,0.0
U000121,1,0,0.0
U000122,2,0,0.0
U000123,2,0,0.0
U000124,4,0,0.0
U000125,1,0,0.0
U000126,4,0,0.0
U000127,2,0,0.0
U000128,1,0,0.0
U000129,2,0,0.0
U000130,1,0,0.0
U000131,1,1,1800.16
U000132,5,0,0.0
U000133,4,0,0.0
U000134,1,0,0.0
U000135,2,0,0.0
U000136,1,0,0.0
U000137,2,1,3049.38
U000138,4,0,0.0
U000139,2,0,0.0
U000140,4,1,5036.6
U000141,5,0,0.0
U000142,3,1,4057.28
U000143,4,0,0.0
U000144,2,0,0.0
U000145,1,0,0.0
U000146,1,0,0.0
U000147,2,1,3200.48
U000148,4,0,0.0
U000149,2,0,0.0
U000150,4,1,3452.63
U000151,3,0,0.0
U000152,3,0,0.0
U000153,1,0,0.0
U000154,1,0,0.0
U000155,1,0,0.0
U000156,2,0,0.0
U000157,1,1,2410.67
U000158,2,0,0.0
U000159,1,0,0.0
U000160,1,0,0.0
U000161,3,0,0.0
U000162,4,1,2414.15
U000163,2,0,0.0
U000164,3,1,4315.9
U000165,2,1,1818.46
U000166,2,0,0.0
U000167,2,0,0.0
U000168,3,0,0.0
U000169,1,0,0.0
U000170,3,0,0.0
U000171,1,0,0.0
U000172,3,0,0.0
U000173,2,1,3098.33
U000174,1,0,0.0
U000175,3,0,0.0
U000176,2,0,0.0
U000177,5,0,0.0
U000178,2,0,0.0
U000179,3,0,0.0
U000180,3,0,0.0
U000181,2,0,0.0
U000182,2,0,0.0
U000183,1,0,0.0
U000184,3,1,3901.46
U000185,1,1,2219.66
U000186,2,0,0.0
U000187,2,0,0.0
U000188,3,0,0.0
U000189,1,0,0.0
U000190,4,1,4791.8
U000191,2,0,0.0
U000192,1,0,0.0
U000193,5,1,1915.46
U000194,1,0,0.0
U000195,2,0,0.0
U000196,1,0,0.0
U000197,2,0,0.0
U000198,3,0,0.0
U000199,5,1,2862.65
U000200,4,0,0.0
U000201,5,1,2681.01
U000202,2,0,0.0
U000203,1,0,0.0
U000204,1,0,0.0
U000205,4,0,0.0
U000206,4,0,0.0
U000207,4,1,5596.46
U000208,1,0,0.0
U000209,4,0,0.0
U000210,2,0,0.0
U000211,2,0,0.0
U000212,3,0,0.0
U000213,1,0,0.0
U000214,1,0,0.0
U000215,2,0,0.0
U000216,2,0,0.0
U000217,3,0,0.0
U000218,2,0,0.0
U000219,1,0,0.0
U000220,4,0,0.0
U000221,3,0,0.0
U000222,1,0,0.0
U000223,4,1,6714.26
U000224,2,0,0.0
U000225,2,0,0.0
U000226,2,0,0.0
U000227,2,0,0.0
U000228,5,0,0.0
U000229,3,0,0.0
U000230,3,1,5124.18
U000231,2,0,0.0
U000232,3,1,2959.44
U000233,1,0,0.0
U000234,2,0,0.0
U000235,1,0,0.0
U000236,2,0,0.0
U000237,2,0,0.0
U000238,1,0,0.0
U000239,2,1,2989.27
U000240,2,0,0.0
U000241,5,1,3257.25
U000242,4,0,0.0
U000243,3,0,0.0
U000244,4,0,0.0
U000245,2,0,0.0
U000246,4,0,0.0
U000247,3,1,1311.9
U000248,2,0,0.0
U000249,3,0,0.0
U000250,3,0,0.0
U000251,1,0,0.0
U000252,3,0,0.0
U000253,2,0,0.0
U000254,4,0,0.0
U000255,3,1,4921.29
U000256,1,0,0.0
U000257,4,0,0.0
U000258,2,0,0.0
U000259,3,0,0.0
U000260,2,1,2399.38
U000261,3,1,2542.14
U000262,1,0,0.0
U000263,1,1,3544.47
U000264,2,0,0.0
U000265,4,1,3226.14
U000266,2,1,1776.77
U000267,4,0,0.0
U000268,2,1,1827.26
U000269,2,0,0.0
U000270,2,0,0.0
U000271,1,0,0.0
U000272,2,0,0.0
U000273,2,0,0.0
U000274,3,0,0.0
U000275,1,0,0.0
U000276,4,1,3540.59
U000277,2,0,0.0
U000278,4,1,1869.33
U000279,2,0,0.0
U000280,4,0,0.0
U000281,4,0,0.0
U000282,1,0,0.0
U000283,2,0,0.0
U000284,4,1,2142.55
U000285,3,0,0.0
U000286,1,0,0.0
U000287,4,0,0.0
U000288,1,0,0.0
U000289,4,1,3693.76
U000290,1,0,0.0
U000291,3,1,1641.42
U000292,2,0,0.0
U000293,1,0,0.0
U000294,1,0,0.0
U000295,2,0,0.0
U000296,3,0,0.0
U000297,2,0,0.0
U000298,2,1,5068.02
U000299,2,1,4597.57
U000300,1,0,0.0
U000301,4,1,4039.24
U000302,1,0,0.0
U000303,1,0,0.0
U000304,1,0,0.0
U000305,2,0,0.0
U000306,1,0,0.0
U000307,2,1,1184.61
U000308,1,0,0.0
U000309,5,0,0.0
U000310,3,1,4377.11
U000311,1,0,0.0
U000312,2,0,0.0
U000313,4,1,3237.05
U000314,3,1,3305.76
U000315,2,0,0.0
U000316,4,0,0.0
U000317,3,0,0.0
U000318,1,0,0.0
U000319,5,1,2994.37
U000320,3,0,0.0
U000321,2,0,0.0
U000322,3,0,0.0
U000323,4,0,0.0
U000324,3,0,0.0
U000325,1,0,0.0
U000326,4,0,0.0
U000327,1,0,0.0
U000328,1,0,0.0
U000329,2,0,0.0
U000330,2,0,0.0
U000331,1,0,0.0
U000332,2,0,0.0
U000333,1,0,0.0
U000334,2,0,0.0
U000335,3,0,0.0
U000336,1,0,0.0
U000337,2,0,0.0
U000338,2,0,0.0
U000339,3,0,0.0
U000340,1,0,0.0
U000341,2,0,0.0
U000342,1,0,0.0
U000343,4,0,0.0
U000344,2,0,0.0
U000345,2,0,0.0
U000346,4,1,4059.04
U000347,5,0,0.0
U000348,1,0,0.0
U000349,1,0,0.0
U000350,1,0,0.0
U000351,3,0,0.0
U000352,1,0,0.0
U000353,1,0,0.0
U000354,2,1,3497.73
U000355,5,0,0.0
U000356,1,0,0.0
U000357,3,1,4705.84
U000358,3,0,0.0
U000359,1,1,3380.95
U000360,1,0,0.0
U000361,5,1,2178.38
U000362,2,0,0.0
U000363,2,0,0.0
U000364,5,0,0.0
U000365,4,0,0.0
U000366,3,0,0.0
U000367,4,0,0.0
U000368,3,0,0.0
U000369,2,0,0.0
U000370,2,0,0.0
U000371,4,0,0.0
U000372,5,1,4840.92
U000373,1,0,0.0
U000374,5,1,3146.83
U000375,3,1,4779.96
U000376,2,0,0.0
U000377,1,0,0.0
U000378,1,1,3258.19
U000379,3,0,0.0
U000380,1,0,0.0
U000381,1,0,0.0
U000382,3,1,3436.62
U000383,1,0,0.0
U000384,3,0,0.0
U000385,2,1,1439.84
U000386,1,0,0.0
U000387,3,0,0.0
U000388,2,0,0.0
U000389,2,0,0.0
U000390,1,1,2147.12
U000391,2,0,0.0
U000392,3,0,0.0
U000393,2,1,2155.57
U000394,2,0,0.0
U000395,1,0,0.0
U000396,1,0,0.0
U000397,1,0,0.0
U000398,4,0,0.0
U000399,1,1,5480.81
U000400,1,0,0.0
U000401,2,0,0.0
U000402,3,0,0.0
U000403,3,0,0.0
U000404,2,0,0.0
U000405,1,0,0.0
U000406,4,1,3033.23
U000407,2,0,0.0
U000408,4,0,0.0
U000409,3,0,0.0
U000410,3,1,3099.89
U000411,2,0,0.0
U000412,4,0,0.0
U000413,5,0,0.0
U000414,2,0,0.0
U000415,1,0,0.0
U000416,2,0,0.0
U000417,1,0,0.0
U000418,5,1,3965.3
U000419,2,1,2436.53
U000420,1,0,0.0
U000421,4,0,0.0
U000422,1,1,1317.8
U000423,1,0,0.0
U000424,4,0,0.0
U000425,4,0,0.0
U000426,2,0,0.0
U000427,2,0,0.0
U000428,1,0,0.0
U000429,1,0,0.0
U000430,3,0,0.0
U000431,1,1,3214.66
U000432,4,0,0.0
U000433,1,0,0.0
U000434,2,0,0.0
U000435,3,1,3088.8
U000436,2,0,0.0
U000437,3,0,0.0
U000438,1,0,0.0
U000439,5,0,0.0
U000440,2,0,0.0
U000441,4,0,0.0
U000442,2,0,0.0
U000443,3,0,0.0
U000444,2,0,0.0
U000445,2,1,3850.35
U000446,2,0,0.0
U000447,1,1,3400.54
U000448,2,1,3443.12
U000449,2,0,0.0
U000450,4,0,0.0
U000451,2,0,0.0
U000452,4,1,3265.13
U000453,1,0,0.0
U000454,1,0,0.0
U000455,2,0,0.0
U000456,4,0,0.0
U000457,1,0,0.0
U000458,1,0,0.0
U000459,5,1,5608.28
U000460,5,0,0.0
U000461,4,1,2884.43
U000462,1,0,0.0
U000463,3,0,0.0
U000464,3,1,2025.4
U000465,2,0,0.0
U000466,1,0,0.0
U000467,2,0,0.0
U000468,2,0,0.0
U000469,2,0,0.0
U000470,2,0,0.0
U000471,4,0,0.0
U000472,2,0,0.0
U000473,1,0,0.0
U000474,1,0,0.0
U000475,1,0,0.0
U000476,5,1,4654.23
U000477,3,0,0.0
U000478,5,0,0.0
U000479,3,1,6865.96
U000480,4,1,3249.03
U000481,2,0,0.0
U000482,3,0,0.0
U000483,1,0,0.0
U000484,2,0,0.0
U000485,3,0,0.0
U000486,2,0,0.0
U000487,2,0,0.0
U000488,3,0,0.0
U000489,1,0,0.0
U000490,1,0,0.0
U000491,1,0,0.0
U000492,1,0,0.0
U000493,4,0,0.0
U000494,3,1,2219.48
U000495,4,0,0.0
U000496,2,0,0.0
U000497,2,1,1495.78
U000498,3,0,0.0
U000499,2,0,0.0
U000500,2,0,0.0
U000501,2,0,0.0
U000502,2,0,0.0
U000503,1,0,0.0
U000504,3,0,0.0
U000505,1,0,0.0
U000506,2,0,0.0
U000507,1,0,0.0
U000508,2,0,0.0
U000509,2,0,0.0
U000510,3,0,0.0
U000511,1,1,3082.41
U000512,1,0,0.0
U000513,1,0,0.0
U000514,4,0,0.0
U000515,5,0,0.0
U000516,2,1,4913.11
U000517,3,0,0.0
U000518,5,0,0.0
U000519,1,0,0.0
U000520,2,0,0.0
U000521,3,0,0.0
U000522,5,0,0.0
U000523,3,0,0.0
U000524,2,0,0.0
U000525,4,1,2499.08
U000526,4,0,0.0
U000527,1,0,0.0
U000528,5,0,0.0
U000529,1,1,4605.6
U000530,1,0,0.0
U000531,3,1,6278.38
U000532,1,0,0.0
U000533,1,0,0.0
U000534,2,1,4467.88
U000535,1,1,2241.91
U000536,1,0,0.0
U000537,2,0,0.0
U000538,4,0,0.0
U000539,3,0,0.0
U000540,5,0,0.0
U000541,1,0,0.0
U000542,2,1,2213.18
U000543,4,0,0.0
U000544,1,0,0.0
U000545,4,1,3364.41
U000546,2,0,0.0
U000547,2,0,0.0
U000548,4,0,0.0
U000549,1,1,2203.77
U000550,4,0,0.0
U000551,3,0,0.0
U000552,4,0,0.0
U000553,4,0,0.0
U000554,3,0,0.0
U000555,4,0,0.0
U000556,3,0,0.0
U000557,1,0,0.0
U000558,3,0,0.0
U000559,3,0,0.0
U000560,2,0,0.0
U000561,1,0,0.0
U000562,3,0,0.0
U000563,2,0,0.0
U000564,1,0,0.0
U000565,1,0,0.0
U000566,4,1,2063.45
U000567,2,1,3251.03
U000568,2,1,6459.2
U000569,1,0,0.0
U000570,3,0,0.0
U000571,4,1,2600.72
U000572,1,0,0.0
U000573,2,1,5461.11
U000574,5,0,0.0
U000575,2,0,0.0
U000576,2,0,0.0
U000577,3,1,2840.1
U000578,1,0,0.0
U000579,2,0,0.0
U000580,5,0,0.0
U000581,2,0,0.0
U000582,3,0,0.0
U000583,3,0,0.0
U000584,2,0,0.0
U000585,2,1,2991.46
U000586,3,1,2031.25
U000587,3,0,0.0
U000588,1,0,0.0
U000589,1,0,0.0
U000590,2,0,0.0
U000591,1,0,0.0
U000592,2,0,0.0
U000593,2,0,0.0
U000594,2,0,0.0
U000595,1,0,0.0
U000596,2,0,0.0
U000597,1,0,0.0
U000598,3,1,5108.63
U000599,2,0,0.0
U000600,4,0,0.0
U000601,2,0,0.0
U000602,1,0,0.0
U000603,2,0,0.0
U000604,4,1,2662.55
U000605,2,1,2385.78
U000606,1,0,0.0
U000607,3,1,2865.54
U000608,3,1,4988.52
U000609,1,0,0.0
U000610,1,0,0.0
U000611,4,0,0.0
U000612,1,0,0.0
U000613,4,0,0.0
U000614,2,1,4475.37
U000615,1,0,0.0
U000616,4,0,0.0
U000617,1,0,0.0
U000618,5,0,0.0
U000619,4,0,0.0
U000620,3,0,0.0
U000621,3,0,0.0
U000622,1,0,0.0
U000623,4,1,2054.28
U000624,1,0,0.0
U000625,5,1,1462.64
U000626,1,0,0.0
U000627,3,0,0.0
U000628,3,1,2253.49
U000629,3,0,0.0
U000630,2,0,0.0
U000631,3,1,2648.07
U000632,3,1,1584.62
U000633,3,0,0.0
U000634,2,1,2692.87
U000635,2,1,4337.62
U000636,3,0,0.0
U000637,3,1,2442.55
U000638,1,0,0.0
U000639,5,0,0.0
U000640,5,1,3703.35
U000641,1,0,0.0
U000642,3,1,3322.98
U000643,2,0,0.0
U000644,5,1,3970.14
U000645,4,0,0.0
U000646,3,0,0.0
U000647,1,0,0.0
U000648,1,0,0.0
U000649,2,0,0.0
U000650,2,0,0.0
U000651,5,0,0.0
U000652,3,1,2761.83
U000653,3,0,0.0
U000654,4,0,0.0
U000655,3,0,0.0
U000656,1,0,0.0
U000657,1,0,0.0
U000658,3,0,0.0
U000659,1,1,2311.72
U000660,2,0,0.0
U000661,2,0,0.0
U000662,2,0,0.0
U000663,2,0,0.0
U000664,1,0,0.0
U000665,3,0,0.0
U000666,1,0,0.0
U000667,3,1,3333.46
U000668,2,0,0.0
U000669,5,0,0.0
U000670,2,1,3438.36
U000671,3,0,0.0
U000672,1,0,0.0
U000673,4,0,0.0
U000674,1,0,0.0
U000675,1,0,0.0
U000676,1,0,0.0
U000677,1,0,0.0
U000678,3,0,0.0
U000679,3,0,0.0
U000680,2,0,0.0
U000681,1,0,0.0
U000682,2,0,0.0
U000683,2,1,3550.16
U000684,4,1,2971.06
U000685,1,0,0.0
U000686,3,0,0.0
U000687,2,1,2505.85
U000688,3,0,0.0
U000689,3,0,0.0
U000690,4,0,0.0
U000691,3,0,0.0
U000692,1,0,0.0
U000693,1,0,0.0
U000694,2,0,0.0
U000695,2,0,0.0
U000696,2,0,0.0
U000697,4,0,0.0
U000698,3,0,0.0
U000699,4,0,0.0
U000700,3,0,0.0
U000701,1,0,0.0
U000702,2,1,1850.11
U000703,3,1,3450.34
U000704,1,0,0.0
U000705,2,0,0.0
U000706,2,0,0.0
U000707,2,0,0.0
U000708,4,1,2824.62
U000709,3,0,0.0
U000710,2,0,0.0
U000711,4,0,0.0
U000712,2,0,0.0
U000713,2,0,0.0
U000714,3,0,0.0
U000715,2,0,0.0
U000716,2,0,0.0
U000717,1,0,0.0
U000718,1,0,0.0
U000719,2,0,0.0
U000720,1,0,0.0
U000721,5,0,0.0
U000722,1,0,0.0
U000723,2,0,0.0
U000724,2,1,1517.78
U000725,3,1,1633.37
U000726,1,0,0.0
U000727,2,0,0.0
U000728,4,0,0.0
U000729,3,0,0.0
U000730,3,0,0.0
U000731,2,0,0.0
U000732,1,0,0.0
U000733,1,0,0.0
U000734,2,0,0.0
U000735,2,0,0.0
U000736,2,0,0.0
U000737,2,0,0.0
U000738,2,0,0.0
U000739,3,0,0.0
U000740,5,1,4282.38
U000741,4,0,0.0
U000742,2,0,0.0
U000743,1,0,0.0
U000744,2,0,0.0
U000745,1,0,0.0
U000746,2,0,0.0
U000747,1,0,0.0
U000748,3,0,0.0
U000749,1,0,0.0
U000750,1,0,0.0
U000751,2,0,0.0
U000752,1,0,0.0
U000753,1,0,0.0
U000754,3,0,0.0
U000755,3,0,0.0
U000756,2,0,0.0
U000757,4,0,0.0
U000758,3,1,1848.31
U000759,1,1,2513.89
U000760,3,0,0.0
U000761,4,0,0.0
U000762,3,0,0.0
U000763,1,0,0.0
U000764,3,1,2608.03
U000765,1,0,0.0
U000766,2,1,2250.54
U000767,2,0,0.0
U000768,2,0,0.0
U000769,2,0,0.0
U000770,2,0,0.0
U000771,3,0,0.0
U000772,2,0,0.0
U000773,2,0,0.0
U000774,4,0,0.0
U000775,1,0,0.0
U000776,3,1,2014.62
U000777,1,0,0.0
U000778,4,1,4024.86
U000779,2,0,0.0
U000780,3,0,0.0
U000781,5,0,0.0
U000782,2,0,0.0
U000783,2,0,0.0
U000784,2,0,0.0
U000785,1,0,0.0
U000786,3,0,0.0
U000787,3,0,0.0
U000788,4,0,0.0
U000789,2,0,0.0
U000790,2,0,0.0
U000791,2,0,0.0
U000792,2,0,0.0
U000793,2,0,0.0
U000794,4,0,0.0
U000795,1,0,0.0
U000796,1,0,0.0
U000797,1,0,0.0
U000798,1,0,0.0
U000799,2,1,3543.92
U000800,3,0,0.0
U000801,1,1,2754.57
U000802,1,0,0.0
U000803,4,0,0.0
U000804,2,0,0.0
U000805,1,0,0.0
U000806,3,0,0.0
U000807,4,0,0.0
U000808,2,0,0.0
U000809,3,0,0.0
U000810,1,0,0.0
U000811,1,0,0.0
U000812,1,0,0.0
U000813,3,0,0.0
U000814,2,0,0.0
U000815,1,0,0.0
U000816,4,0,0.0
U000817,1,0,0.0
U000818,2,0,0.0
U000819,2,0,0.0
U000820,2,0,0.0
U000821,4,1,2205.1
U000822,1,0,0.0
U000823,1,0,0.0
U000824,3,0,0.0
U000825,1,0,0.0
U000826,3,0,0.0
U000827,1,0,0.0
U000828,3,1,1875.69
U000829,4,0,0.0
U000830,1,0,0.0
U000831,4,1,3082.12
U000832,3,0,0.0
U000833,3,0,0.0
U000834,2,0,0.0
U000835,1,0,0.0
U000836,4,1,2584.41
U000837,4,1,2922.94
U000838,2,0,0.0
U000839,5,0,0.0
U000840,1,1,2296.03
U000841,1,0,0.0
U000842,3,0,0.0
U000843,5,0,0.0
U000844,2,1,1455.73
U000845,1,0,0.0
U000846,5,0,0.0
U000847,2,0,0.0
U000848,2,0,0.0
U000849,1,0,0.0
U000850,1,0,0.0
U000851,1,0,0.0
U000852,3,0,0.0
U000853,3,0,0.0
U000854,1,0,0.0
U000855,3,0,0.0
U000856,1,0,0.0
U000857,2,0,0.0
U000858,1,0,0.0
U000859,2,0,0.0
U000860,3,0,0.0
U000861,1,0,0.0
U000862,1,0,0.0
U000863,1,0,0.0
U000864,3,0,0.0
U000865,2,0,0.0
U000866,1,0,0.0
U000867,3,0,0.0
U000868,4,0,0.0
U000869,2,0,0.0
U000870,3,0,0.0
U000871,1,0,0.0
U000872,4,0,0.0
U000873,4,0,0.0
U000874,1,0,0.0
U000875,2,1,4938.29
U000876,2,0,0.0
U000877,2,0,0.0
U000878,3,1,1647.42
U000879,4,1,1812.24
U000880,5,0,0.0
U000881,1,0,0.0
U000882,1,0,0.0
U000883,4,0,0.0
U000884,3,0,0.0
U000885,1,0,0.0
U000886,3,0,0.0
U000887,5,1,2642.07
U000888,2,1,3061.69
U000889,2,0,0.0
U000890,1,0,0.0
U000891,4,0,0.0
U000892,3,0,0.0
U000893,5,1,1808.09
U000894,1,0,0.0
U000895,2,0,0.0
U000896,1,0,0.0
U000897,3,0,0.0
U000898,3,0,0.0
U000899,1,0,0.0
U000900,1,0,0.0
U000901,3,0,0.0
U000902,2,0,0.0
U000903,5,1,3479.42
U000904,2,0,0.0
U000905,2,1,6802.61
U000906,1,0,0.0
U000907,4,0,0.0
U000908,3,0,0.0
U000909,3,0,0.0
U000910,2,0,0.0
U000911,3,0,0.0
U000912,1,0,0.0
U000913,3,0,0.0
U000914,1,0,0.0
U000915,3,0,0.0
U000916,2,0,0.0
U000917,2,0,0.0
U000918,2,0,0.0
U000919,4,1,5643.31
U000920,1,1,1745.2
U000921,3,0,0.0
U000922,1,0,0.0
U000923,3,0,0.0
U000924,2,0,0.0
U000925,4,1,2387.41
U000926,3,0,0.0
U000927,3,1,3847.62
U000928,1,0,0.0
U000929,1,0,0.0
U000930,3,1,3172.1
U000931,5,1,3052.59
U000932,2,0,0.0
U000933,4,1,5235.84
U000934,1,0,0.0
U000935,2,0,0.0
U000936,3,0,0.0
U000937,1,0,0.0
U000938,4,0,0.0
U000939,2,0,0.0
U000940,1,0,0.0
U000941,2,0,0.0
U000942,1,1,2954.19
U000943,3,0,0.0
U000944,2,0,0.0
U000945,1,0,0.0
U000946,2,0,0.0
U000947,2,0,0.0
U000948,3,0,0.0
U000949,2,0,0.0
U000950,4,1,2521.68
U000951,2,0,0.0
U000952,4,1,1804.8
U000953,1,0,0.0
U000954,5,1,2234.73
U000955,2,0,0.0
U000956,5,0,0.0
U000957,3,0,0.0
U000958,5,1,4200.45
U000959,2,0,0.0
U000960,3,0,0.0
U000961,1,0,0.0
U000962,1,0,0.0
U000963,1,0,0.0
U000964,4,0,0.0
U000965,1,0,0.0
U000966,5,0,0.0
U000967,2,0,0.0
U000968,3,0,0.0
U000969,1,0,0.0
U000970,2,0,0.0
U000971,3,0,0.0
U000972,2,0,0.0
U000973,1,0,0.0
U000974,2,0,0.0
U000975,1,0,0.0
U000976,1,0,0.0
U000977,3,0,0.0
U000978,2,0,0.0
U000979,3,1,2418.84
U000980,4,0,0.0
U000981,1,0,0.0
U000982,2,1,2865.7
U000983,2,0,0.0
U000984,2,1,2818.65
U000985,3,0,0.0
U000986,2,0,0.0
U000987,2,0,0.0
U000988,2,0,0.0
U000989,5,1,3454.58
U000990,2,0,0.0
U000991,1,0,0.0
U000992,3,1,4588.17
U000993,1,0,0.0
U000994,1,0,0.0
U000995,1,0,0.0
U000996,1,0,0.0
U000997,2,0,0.0
U000998,2,0,0.0
U000999,2,0,0.0
U001000,3,0,0.0
U001001,2,0,0.0
U001002,3,0,0.0
U001003,2,0,0.0
U001004,5,0,0.0
U001005,3,0,0.0
U001006,1,0,0.0
U001007,2,0,0.0
U001008,3,0,0.0
U001009,1,0,0.0
U001010,3,1,4643.32
U001011,2,0,0.0
U001012,4,0,0.0
U001013,1,0,0.0
U001014,1,0,0.0
U001015,3,0,0.0
U001016,5,0,0.0
U001017,2,0,0.0
U001018,3,0,0.0
U001019,1,0,0.0
U001020,1,0,0.0
U001021,1,0,0.0
U001022,2,1,2509.08
U001023,3,0,0.0
U001024,5,1,2113.8
U001025,1,0,0.0
U001026,1,0,0.0
U001027,5,0,0.0
U001028,3,0,0.0
U001029,3,0,0.0
U001030,4,0,0.0
U001031,4,0,0.0
U001032,3,0,0.0
U001033,1,0,0.0
U001034,4,1,5108.1
U001035,4,0,0.0
U001036,1,0,0.0
U001037,2,0,0.0
U001038,1,0,0.0
U001039,1,0,0.0
U001040,3,0,0.0
U001041,2,0,0.0
U001042,1,0,0.0
U001043,2,1,3774.88
U001044,2,0,0.0
U001045,2,0,0.0
U001046,1,0,0.0
U001047,2,0,0.0
U001048,3,0,0.0
U001049,3,0,0.0
U001050,2,0,0.0
U001051,1,0,0.0
U001052,3,1,3505.52
U001053,1,0,0.0
U001054,2,0,0.0
U001055,1,0,0.0
U001056,2,1,3056.91
U001057,1,0,0.0
U001058,5,0,0.0
U001059,3,0,0.0
U001060,5,0,0.0
U001061,1,0,0.0
U001062,3,0,0.0
U001063,4,0,0.0
U001064,3,1,2394.88
U001065,3,0,0.0
U001066,2,0,0.0
U001067,3,1,3004.87
U001068,2,0,0.0
U001069,2,0,0.0
U001070,2,1,2373.08
U001071,4,1,4482.2
U001072,1,0,0.0
U001073,4,0,0.0
U001074,5,0,0.0
U001075,3,0,0.0
U001076,2,0,0.0
U001077,2,0,0.0
U001078,1,0,0.0
U001079,5,0,0.0
U001080,5,0,0.0
U001081,4,0,0.0
U001082,5,0,0.0
U001083,3,0,0.0
U001084,1,0,0.0
U001085,1,0,0.0
U001086,2,0,0.0
U001087,5,0,0.0
U001088,1,0,0.0
U001089,4,1,1625.15
U001090,3,0,0.0
U001091,1,0,0.0
U001092,2,0,0.0
U001093,2,0,0.0
U001094,2,1,2648.34
U001095,2,0,0.0
U001096,4,1,2308.73
U001097,3,0,0.0
U001098,1,0,0.0
U001099,2,0,0.0
U001100,2,0,0.0
U001101,2,0,0.0
U001102,1,0,0.0
U001103,1,0,0.0
U001104,4,0,0.0
U001105,2,0,0.0
U001106,3,1,3355.79
U001107,2,0,0.0
U001108,3,0,0.0
U001109,2,0,0.0
U001110,3,0,0.0
U001111,2,0,0.0
U001112,5,0,0.0
U001113,1,0,0.0
U001114,2,0,0.0
U001115,1,0,0.0
U001116,4,1,3604.16
U001117,2,0,0.0
U001118,1,0,0.0
U001119,3,0,0.0
U001120,1,0,0.0
U001121,5,1,1099.5
U001122,2,1,5768.99
U001123,2,0,0.0
U001124,3,0,0.0
U001125,1,1,4211.36
U001126,1,0,0.0
U001127,2,0,0.0
U001128,1,0,0.0
U001129,4,0,0.0
U001130,1,1,2277.92
U001131,2,1,2827.06
U001132,5,0,0.0
U001133,4,0,0.0
U001134,3,0,0.0
U001135,1,0,0.0
U001136,5,0,0.0
U001137,3,0,0.0
U001138,1,0,0.0
U001139,1,0,0.0
U001140,3,0,0.0
U001141,4,0,0.0
U001142,1,0,0.0
U001143,4,0,0.0
U001144,5,1,2991.94
U001145,2,0,0.0
U001146,1,0,0.0
