user_id,touch_order,journey_length,channel,timestamp,cost,converted,revenue
U000032,2,4,Paid Social,2025-03-15 10:04:55,7.45,0,0.0
U000032,3,4,Referral,2025-03-17 07:27:16,0.0,0,0.0
U000032,4,4,Paid Social,2025-03-19 07:45:57,8.28,0,0.0
U000033,1,5,Email,2025-03-18 00:00:00,0.0,0,0.0
U000033,2,5,Paid Social,2025-03-18 11:42:46,2.71,0,0.0
U000033,3,5,Email,2025-03-18 16:29:08,0.0,0,0.0
U000033,4,5,Paid Social,2025-03-19 22:43:50,15.69,0,0.0
U000033,5,5,Direct,2025-03-19 23:13:40,0.0,0,0.0
U000034,1,2,Organic Search,2025-02-09 00:00:00,0.0,0,0.0
U000034,2,2,Direct,2025-02-09 17:29:06,0.0,0,0.0
U000035,1,1,Paid Search,2025-03-24 00:00:00,92.7,0,0.0
U000036,1,2,Paid Search,2025-02-14 00:00:00,38.1,0,0.0
U000036,2,2,Email,2025-02-14 15:26:41,0.0,0,0.0
U000037,1,3,Paid Social,2025-01-23 00:00:00,5.44,0,0.0
U000037,2,3,Paid Search,2025-01-23 19:09:39,45.73,0,0.0
U000037,3,3,Direct,2025-01-24 18:44:10,0.0,0,0.0
U000038,1,1,Paid Social,2025-03-06 00:00:00,3.8,0,0.0
U000039,1,3,Organic Search,2025-02-13 00:00:00,0.0,0,0.0
U000039,2,3,Display,2025-02-14 07:45:15,5.95,0,0.0
U000039,3,3,Referral,2025-02-14 15:56:39,0.0,0,0.0
U000040,1,1,Email,2025-02-06 00:00:00,0.0,0,0.0
U000041,1,2,Paid Social,2025-02-18 00:00:00,4.7,0,0.0
U000041,2,2,Direct,2025-02-18 15:09:44,0.0,0,0.0
U000042,1,3,Email,2025-01-26 00:00:00,0.0,0,0.0
U000042,2,3,Organic Search,2025-01-26 18:29:36,0.0,0,0.0
U000042,3,3,Display,2025-01-27 23:32:33,2.48,0,0.0
U000043,1,2,Display,2025-02-17 00:00:00,1.2,0,0.0
U000043,2,2,Email,2025-02-18 04:25:45,0.0,0,0.0
U000044,1,2,Display,2025-03-11 00:00:00,1.61,0,0.0
U000044,2,2,Email,2025-03-11 07:18:27,0.0,0,0.0
U000045,1,5,Email,2025-02-27 00:00:00,0.0,0,0.0
U000045,2,5,Referral,2025-03-01 03:00:26,0.0,0,0.0
U000045,3,5,Paid Social,2025-03-02 13:38:45,6.71,0,0.0
U000045,4,5,Direct,2025-03-04 17:35:55,0.0,0,0.0
U000045,5,5,Direct,2025-03-04 20:36:25,0.0,0,0.0
U000046,1,2,Direct,2025-03-10 00:00:00,0.0,0,0.0
U000046,2,2,Email,2025-03-10 07:59:27,0.0,0,0.0
U000047,1,3,Display,2025-03-16 00:00:00,3.37,0,0.0
U000047,2,3,Email,2025-03-16 07:37:44,0.0,0,0.0
U000047,3,3,Organic Search,2025-03-16 15:21:16,0.0,0,0.0
U000048,1,2,Email,2025-02-03 00:00:00,0.0,0,0.0
U000048,2,2,Paid Search,2025-02-03 10:26:56,19.7,0,0.0
U000049,1,2,Organic Search,2025-03-02 00:00:00,0.0,0,0.0
U000049,2,2,Direct,2025-03-04 02:23:06,0.0,0,0.0
U000050,1,2,Referral,2025-01-30 00:00:00,0.0,0,0.0
U000050,2,2,Email,2025-01-31 04:05:22,0.0,0,0.0
U000051,1,1,Direct,2025-02-28 00:00:00,0.0,0,0.0
U000052,1,3,Display,2025-01-10 00:00:00,1.74,0,0.0
U000052,2,3,Direct,2025-01-12 18:05:10,0.0,0,0.0
U000052,3,3,Paid Search,2025-01-13 00:02:18,25.15,0,0.0
U000053,1,3,Display,2025-01-12 00:00:00,4.0,0,0.0
U000053,2,3,Paid Social,2025-01-12 13:54:21,7.18,0,0.0
U000053,3,3,Email,2025-01-12 14:22:04,0.0,0,0.0
U000054,1,5,Paid Social,2025-02-23 00:00:00,7.84,1,0.0
U000054,2,5,Organic Search,2025-02-24 06:17:27,0.0,1,0.0
U000054,3,5,Organic Search,2025-02-25 01:15:57,0.0,1,0.0
U000054,4,5,Display,2025-02-28 02:38:38,3.48,1,0.0
U000054,5,5,Paid Search,2025-03-01 11:45:36,20.33,1,2019.43
U000055,1,1,Referral,2025-01-07 00:00:00,0.0,0,0.0
U000056,1,1,Organic Search,2025-02-04 00:00:00,0.0,0,0.0
U000057,1,4,Paid Social,2025-01-13 00:00:00,14.19,0,0.0
U000057,2,4,Paid Search,2025-01-14 10:30:48,23.53,0,0.0
U000057,3,4,Organic Search,2025-01-15 02:45:36,0.0,0,0.0
U000057,4,4,Direct,2025-01-15 08:47:03,0.0,0,0.0
U000058,1,1,Organic Search,2025-01-01 00:00:00,0.0,1,3675.46
U000059,1,2,Organic Search,2025-02-27 00:00:00,0.0,0,0.0
U000059,2,2,Direct,2025-02-27 04:19:13,0.0,0,0.0
U000060,1,1,Direct,2025-02-08 00:00:00,0.0,0,0.0
U000061,1,3,Direct,2025-02-03 00:00:00,0.0,0,0.0
U000061,2,3,Direct,2025-02-04 01:38:16,0.0,0,0.0
U000061,3,3,Display,2025-02-04 12:55:56,2.71,0,0.0
U000062,1,5,Paid Social,2025-02-18 00:00:00,24.33,1,0.0
U000062,2,5,Email,2025-02-18 03:46:28,0.0,1,0.0
U000062,3,5,Email,2025-02-18 05:49:35,0.0,1,0.0
U000062,4,5,Organic Search,2025-02-19 16:01:06,0.0,1,0.0
U000062,5,5,Organic Search,2025-02-21 03:01:48,0.0,1,3766.65
U000063,1,1,Email,2025-03-14 00:00:00,0.0,0,0.0
U000064,1,4,Display,2025-01-17 00:00:00,2.02,0,0.0
U000064,2,4,Email,2025-01-18 18:13:45,0.0,0,0.0
U000064,3,4,Paid Social,2025-01-18 19:12:26,11.63,0,0.0
U000064,4,4,Paid Search,2025-01-20 22:16:43,38.44,0,0.0
U000065,1,4,Paid Social,2025-01-05 00:00:00,10.46,0,0.0
U000065,2,4,Paid Search,2025-01-05 01:55:16,11.93,0,0.0
U000065,3,4,Email,2025-01-06 05:51:16,0.0,0,0.0
U000065,4,4,Direct,2025-01-06 14:55:04,0.0,0,0.0
U000066,1,1,Paid Search,2025-03-02 00:00:00,20.94,0,0.0
U000067,1,1,Organic Search,2025-03-01 00:00:00,0.0,0,0.0
U000068,1,1,Direct,2025-02-28 00:00:00,0.0,0,0.0
U000069,1,5,Organic Search,2025-02-20 00:00:00,0.0,1,0.0
U000069,2,5,Email,2025-02-20 18:07:01,0.0,1,0.0
U000069,3,5,Organic Search,2025-02-21 18:45:09,0.0,1,0.0
U000069,4,5,Direct,2025-02-21 18:49:17,0.0,1,0.0
U000069,5,5,Paid Search,2025-02-22 11:17:44,36.72,1,1089.37
U000070,1,1,Direct,2025-03-04 00:00:00,0.0,0,0.0
U000071,1,3,Organic Search,2025-03-18 00:00:00,0.0,0,0.0
U000071,2,3,Paid Social,2025-03-18 05:57:06,10.04,0,0.0
U000071,3,3,Paid Social,2025-03-18 12:26:28,13.81,0,0.0
U000072,1,3,Direct,2025-01-11 00:00:00,0.0,0,0.0
U000072,2,3,Paid Social,2025-01-11 02:02:57,5.43,0,0.0
U000072,3,3,Direct,2025-01-12 05:09:38,0.0,0,0.0
U000073,1,3,Paid Social,2025-01-31 00:00:00,11.04,0,0.0
U000073,2,3,Email,2025-01-31 05:37:45,0.0,0,0.0
U000073,3,3,Referral,2025-01-31 08:48:55,0.0,0,0.0
U000074,1,5,Direct,2025-02-01 00:00:00,0.0,0,0.0
U000074,2,5,Display,2025-02-01 19:59:37,3.76,0,0.0
U000074,3,5,Referral,2025-02-02 00:48:11,0.0,0,0.0
U000074,4,5,Paid Search,2025-02-02 03:43:41,27.4,0,0.0
U000074,5,5,Email,2025-02-02 12:15:09,0.0,0,0.0
U000075,1,3,Referral,2025-02-21 00:00:00,0.0,0,0.0
U000075,2,3,Referral,2025-02-21 01:52:40,0.0,0,0.0
U000075,3,3,Referral,2025-02-21 23:55:25,0.0,0,0.0
U000076,1,5,Referral,2025-02-17 00:00:00,0.0,1,0.0
U000076,2,5,Email,2025-02-17 20:07:41,0.0,1,0.0
U000076,3,5,Paid Social,2025-02-18 02:11:38,9.22,1,0.0
U000076,4,5,Email,2025-02-18 13:08:37,0.0,1,0.0
U000076,5,5,Direct,2025-02-19 11:34:16,0.0,1,1829.05
U000077,1,2,Paid Social,2025-02-22 00:00:00,20.14,0,0.0
U000077,2,2,Organic Search,2025-02-22 15:12:05,0.0,0,0.0
U000078,1,2,Organic Search,2025-03-20 00:00:00,0.0,0,0.0
U000078,2,2,Email,2025-03-21 16:11:06,0.0,0,0.0
U000079,1,2,Paid Social,2025-02-10 00:00:00,12.26,0,0.0
U000079,2,2,Referral,2025-02-12 12:42:33,0.0,0,0.0
U000080,1,2,Paid Search,2025-03-06 00:00:00,17.15,1,0.0
U000080,2,2,Email,2025-03-06 00:28:16,0.0,1,6689.32
U000081,1,5,Paid Social,2025-03-07 00:00:00,6.83,1,0.0
U000081,2,5,Email,2025-03-07 03:36:16,0.0,1,0.0
U000081,3,5,Direct,2025-03-07 05:19:03,0.0,1,0.0
U000081,4,5,Referral,2025-03-08 00:34:42,0.0,1,0.0
U000081,5,5,Referral,2025-03-10 11:03:50,0.0,1,1673.0
U000082,1,1,Paid Social,2025-01-15 00:00:00,8.13,0,0.0
U000083,1,5,Paid Social,2025-02-05 00:00:00,10.06,0,0.0
U000083,2,5,Email,2025-02-07 21:56:25,0.0,0,0.0
U000083,3,5,Paid Search,2025-02-08 02:30:56,16.2,0,0.0
U000083,4,5,Paid Search,2025-02-09 03:04:48,43.92,0,0.0
U000083,5,5,Email,2025-02-10 05:44:34,0.0,0,0.0
U000084,1,2,Organic Search,2025-02-04 00:00:00,0.0,0,0.0
U000084,2,2,Organic Search,2025-02-04 05:30:45,0.0,0,0.0
U000085,1,1,Organic Search,2025-02-10 00:00:00,0.0,0,0.0
U000086,1,2,Display,2025-02-18 00:00:00,4.29,0,0.0
U000086,2,2,Direct,2025-02-18 03:38:10,0.0,0,0.0
U000087,1,3,Paid Social,2025-02-16 00:00:00,8.2,1,0.0
U000087,2,3,Email,2025-02-16 01:56:04,0.0,1,0.0
U000087,3,3,Referral,2025-02-19 06:14:44,0.0,1,3867.62
U000088,1,4,Direct,2025-02-04 00:00:00,0.0,0,0.0
U000088,2,4,Organic Search,2025-02-05 22:17:55,0.0,0,0.0
U000088,3,4,Organic Search,2025-02-06 11:15:22,0.0,0,0.0
U000088,4,4,Paid Search,2025-02-06 13:21:05,31.27,0,0.0
U000089,1,2,Paid Social,2025-02-08 00:00:00,8.34,0,0.0
U000089,2,2,Direct,2025-02-08 10:32:10,0.0,0,0.0
U000090,1,5,Paid Social,2025-03-05 00:00:00,13.14,1,0.0
U000090,2,5,Paid Social,2025-03-06 02:53:03,4.43,1,0.0
U000090,3,5,Organic Search,2025-03-06 16:49:33,0.0,1,0.0
U000090,4,5,Referral,2025-03-06 21:58:02,0.0,1,0.0
U000090,5,5,Paid Search,2025-03-08 01:05:50,10.26,1,2530.66
U000091,1,2,Email,2025-03-04 00:00:00,0.0,0,0.0
U000091,2,2,Organic Search,2025-03-04 12:01:13,0.0,0,0.0
U000092,1,1,Referral,2025-01-13 00:00:00,0.0,0,0.0
U000093,1,3,Paid Social,2025-01-17 00:00:00,6.28,0,0.0
U000093,2,3,Paid Search,2025-01-17 23:33:14,21.46,0,0.0
U000093,3,3,Direct,2025-01-19 01:25:06,0.0,0,0.0
U000094,1,1,Paid Search,2025-01-21 00:00:00,27.74,1,777.39
U000095,1,2,Paid Search,2025-02-20 00:00:00,22.62,0,0.0
U000095,2,2,Direct,2025-02-20 09:07:59,0.0,0,0.0
U000096,1,2,Paid Social,2025-01-21 00:00:00,13.29,0,0.0
U000096,2,2,Direct,2025-01-21 09:06:49,0.0,0,0.0
U000097,1,3,Direct,2025-01-26 00:00:00,0.0,0,0.0
U000097,2,3,Direct,2025-01-27 10:04:05,0.0,0,0.0
U000097,3,3,Paid Search,2025-01-27 14:43:36,15.66,0,0.0
U000098,1,2,Paid Social,2025-02-21 00:00:00,6.38,0,0.0
U000098,2,2,Referral,2025-02-21 01:01:16,0.0,0,0.0
U000099,1,5,Paid Social,2025-03-18 00:00:00,3.85,0,0.0
U000099,2,5,Referral,2025-03-19 00:19:29,0.0,0,0.0
U000099,3,5,Organic Search,2025-03-19 02:47:02,0.0,0,0.0
U000099,4,5,Display,2025-03-21 19:13:40,2.98,0,0.0
U000099,5,5,Direct,2025-03-22 00:57:20,0.0,0,0.0
U000100,1,2,Organic Search,2025-02-21 00:00:00,0.0,0,0.0
U000100,2,2,Direct,2025-02-21 18:52:54,0.0,0,0.0
U000101,1,1,Paid Search,2025-03-05 00:00:00,30.42,0,0.0
U000102,1,1,Email,2025-03-22 00:00:00,0.0,0,0.0
U000103,1,2,Display,2025-01-06 00:00:00,2.97,0,0.0
U000103,2,2,Organic Search,2025-01-06 06:06:18,0.0,0,0.0
U000104,1,2,Paid Social,2025-03-12 00:00:00,6.04,0,0.0
U000104,2,2,Display,2025-03-12 11:51:18,2.25,0,0.0
U000105,1,1,Paid Search,2025-01-19 00:00:00,46.55,0,0.0
U000106,1,2,Paid Social,2025-02-26 00:00:00,5.48,0,0.0
U000106,2,2,Display,2025-02-26 03:37:00,5.06,0,0.0
U000107,1,4,Display,2025-02-11 00:00:00,3.31,1,0.0
U000107,2,4,Referral,2025-02-12 17:53:17,0.0,1,0.0
U000107,3,4,Direct,2025-02-12 20:45:47,0.0,1,0.0
U000107,4,4,Organic Search,2025-02-13 05:36:54,0.0,1,3964.56
U000108,1,3,Display,2025-02-14 00:00:00,5.51,0,0.0
U000108,2,3,Direct,2025-02-14 05:35:23,0.0,0,0.0
U000108,3,3,Paid Search,2025-02-16 16:27:48,13.17,0,0.0
U000109,1,1,Direct,2025-03-05 00:00:00,0.0,0,0.0
U000110,1,1,Paid Search,2025-02-01 00:00:00,27.12,0,0.0
U000111,1,5,Paid Search,2025-02-05 00:00:00,24.75,0,0.0
U000111,2,5,Display,2025-02-05 20:37:56,7.05,0,0.0
U000111,3,5,Display,2025-02-06 11:57:27,4.82,0,0.0
U000111,4,5,Paid Search,2025-02-08 15:09:00,30.62,0,0.0
U000111,5,5,Paid Social,2025-02-09 03:32:14,13.87,0,0.0
U000112,1,2,Paid Social,2025-02-26 00:00:00,16.9,0,0.0
U000112,2,2,Direct,2025-02-27 20:30:55,0.0,0,0.0
U000113,1,3,Paid Social,2025-02-01 00:00:00,8.5,0,0.0
U000113,2,3,Email,2025-02-01 16:55:49,0.0,0,0.0
U000113,3,3,Direct,2025-02-02 10:34:24,0.0,0,0.0
U000114,1,3,Paid Search,2025-03-04 00:00:00,34.25,0,0.0
U000114,2,3,Paid Social,2025-03-04 05:55:49,10.82,0,0.0
U000114,3,3,Direct,2025-03-04 11:23:07,0.0,0,0.0
U000115,1,1,Organic Search,2025-01-17 00:00:00,0.0,0,0.0
U000116,1,4,Paid Search,2025-02-07 00:00:00,52.84,0,0.0
U000116,2,4,Paid Search,2025-02-08 20:34:40,22.83,0,0.0
U000116,3,4,Direct,2025-02-09 01:32:35,0.0,0,0.0
U000116,4,4,Email,2025-02-09 04:11:27,0.0,0,0.0
U000117,1,3,Paid Search,2025-01-02 00:00:00,37.2,0,0.0
U000117,2,3,Email,2025-01-02 22:42:42,0.0,0,0.0
U000117,3,3,Email,2025-01-03 10:47:05,0.0,0,0.0
U000118,1,3,Paid Search,2025-03-12 00:00:00,30.81,1,0.0
U000118,2,3,Paid Search,2025-03-12 03:10:11,31.77,1,0.0
U000118,3,3,Direct,2025-03-12 03:15:49,0.0,1,3057.7
U000119,1,1,Direct,2025-03-23 00:00:00,0.0,0,0.0
U000120,1,2,Organic Search,2025-01-06 00:00:00,0.0,0,0.0
U000120,2,2,Direct,2025-01-06 19:06:32,0.0,0,0.0
U000121,1,1,Email,2025-01-26 00:00:00,0.0,0,0.0
U000122,1,2,Organic Search,2025-03-01 00:00:00,0.0,0,0.0
U000122,2,2,Email,2025-03-01 08:15:19,0.0,0,0.0
U000123,1,2,Referral,2025-02-27 00:00:00,0.0,0,0.0
U000123,2,2,Organic Search,2025-02-28 02:39:01,0.0,0,0.0
U000124,1,4,Paid Search,2025-03-08 00:00:00,47.4,0,0.0
U000124,2,4,Referral,2025-03-09 21:08:49,0.0,0,0.0
U000124,3,4,Email,2025-03-11 00:06:46,0.0,0,0.0
U000124,4,4,Direct,2025-03-12 12:32:25,0.0,0,0.0
U000125,1,1,Paid Search,2025-01-22 00:00:00,24.42,0,0.0
U000126,1,4,Organic Search,2025-01-15 00:00:00,0.0,0,0.0
U000126,2,4,Display,2025-01-16 05:56:03,6.31,0,0.0
U000126,3,4,Paid Social,2025-01-16 10:00:29,7.87,0,0.0
U000126,4,4,Paid Social,2025-01-16 23:37:14,5.8,0,0.0
U000127,1,2,Direct,2025-02-10 00:00:00,0.0,0,0.0
U000127,2,2,Paid Search,2025-02-10 04:20:37,33.04,0,0.0
U000128,1,1,Organic Search,2025-02-20 00:00:00,0.0,0,0.0
U000129,1,2,Display,2025-02-07 00:00:00,3.6,0,0.0
U000129,2,2,Direct,2025-02-07 13:12:03,0.0,0,0.0
U000130,1,1,Paid Social,2025-01-15 00:00:00,8.47,0,0.0
U000131,1,1,Direct,2025-02-23 00:00:00,0.0,1,1800.16
U000132,1,5,Paid Search,2025-03-07 00:00:00,46.67,0,0.0
U000132,2,5,Organic Search,2025-03-07 12:56:45,0.0,0,0.0
U000132,3,5,Display,2025-03-08 04:59:02,1.23,0,0.0
U000132,4,5,Display,2025-03-08 14:07:27,3.46,0,0.0
U000132,5,5,Direct,2025-03-09 09:06:19,0.0,0,0.0
U000133,1,4,Display,2025-02-22 00:00:00,1.62,0,0.0
U000133,2,4,Display,2025-02-22 05:24:21,3.35,0,0.0
U000133,3,4,Email,2025-02-24 22:50:45,0.0,0,0.0
U000133,4,4,Direct,2025-02-25 03:21:07,0.0,0,0.0
U000134,1,1,Paid Social,2025-02-05 00:00:00,7.95,0,0.0
U000135,1,2,Display,2025-03-11 00:00:00,1.93,0,0.0
U000135,2,2,Paid Search,2025-03-11 18:03:12,34.03,0,0.0
U000136,1,1,Email,2025-02-03 00:00:00,0.0,0,0.0
U000137,1,2,Referral,2025-01-29 00:00:00,0.0,1,0.0
U000137,2,2,Paid Search,2025-01-29 14:59:53,40.42,1,3049.38
U000138,1,4,Organic Search,2025-01-17 00:00:00,0.0,0,0.0
U000138,2,4,Email,2025-01-17 15:56:00,0.0,0,0.0
U000138,3,4,Display,2025-01-19 06:01:46,1.73,0,0.0
U000138,4,4,Organic Search,2025-01-20 05:14:01,0.0,0,0.0
U000139,1,2,Paid Social,2025-01-22 00:00:00,3.79,0,0.0
U000139,2,2,Paid Search,2025-01-23 06:51:36,32.66,0,0.0
U000140,1,4,Organic Search,2025-03-18 00:00:00,0.0,1,0.0
U000140,2,4,Direct,2025-03-19 02:56:41,0.0,1,0.0
U000140,3,4,Paid Search,2025-03-19 13:32:06,20.49,1,0.0
U000140,4,4,Paid Search,2025-03-21 18:30:13,12.41,1,5036.6
U000141,1,5,Paid Search,2025-01-05 00:00:00,21.5,0,0.0
U000141,2,5,Paid Social,2025-01-05 20:26:29,8.44,0,0.0
U000141,3,5,Email,2025-01-06 01:07:55,0.0,0,0.0
U000141,4,5,Display,2025-01-07 00:36:17,1.53,0,0.0
U000141,5,5,Email,2025-01-07 13:35:20,0.0,0,0.0
U000142,1,3,Paid Social,2025-03-02 00:00:00,5.15,1,0.0
U000142,2,3,Organic Search,2025-03-03 12:42:19,0.0,1,0.0
U000142,3,3,Email,2025-03-03 18:09:46,0.0,1,4057.28
U000143,1,4,Paid Search,2025-01-16 00:00:00,22.35,0,0.0
U000143,2,4,Organic Search,2025-01-16 03:26:56,0.0,0,0.0
U000143,3,4,Organic Search,2025-01-16 06:12:39,0.0,0,0.0
U000143,4,4,Direct,2025-01-16 16:28:53,0.0,0,0.0
U000144,1,2,Referral,2025-03-17 00:00:00,0.0,0,0.0
U000144,2,2,Email,2025-03-17 05:17:03,0.0,0,0.0
U000145,1,1,Paid Search,2025-01-23 00:00:00,40.93,0,0.0
U000146,1,1,Referral,2025-01-10 00:00:00,0.0,0,0.0
U000147,1,2,Paid Search,2025-02-26 00:00:00,27.12,1,0.0
U000147,2,2,Direct,2025-02-26 22:48:33,0.0,1,3200.48
U000148,1,4,Paid Social,2025-03-15 00:00:00,4.92,0,0.0
U000148,2,4,Display,2025-03-17 02:51:20,8.26,0,0.0
U000148,3,4,Paid Search,2025-03-17 23:48:27,23.01,0,0.0
U000148,4,4,Paid Search,2025-03-18 10:05:08,13.37,0,0.0
U000149,1,2,Display,2025-03-21 00:00:00,4.67,0,0.0
U000149,2,2,Direct,2025-03-22 00:09:43,0.0,0,0.0
U000150,1,4,Paid Social,2025-01-02 00:00:00,9.51,1,0.0
U000150,2,4,Organic Search,2025-01-02 14:23:22,0.0,1,0.0
U000150,3,4,Direct,2025-01-02 19:02:04,0.0,1,0.0
U000150,4,4,Organic Search,2025-01-04 01:34:59,0.0,1,3452.63
U000151,1,3,Paid Social,2025-01-13 00:00:00,5.0,0,0.0
U000151,2,3,Paid Search,2025-01-13 03:25:25,38.38,0,0.0
U000151,3,3,Direct,2025-01-13 15:03:29,0.0,0,0.0
U000152,1,3,Organic Search,2025-01-22 00:00:00,0.0,0,0.0
U000152,2,3,Direct,2025-01-22 06:47:03,0.0,0,0.0
U000152,3,3,Organic Search,2025-01-22 10:54:29,0.0,0,0.0
U000153,1,1,Organic Search,2025-02-27 00:00:00,0.0,0,0.0
U000154,1,1,Paid Search,2025-02-23 00:00:00,20.09,0,0.0
U000155,1,1,Email,2025-02-21 00:00:00,0.0,0,0.0
U000156,1,2,Direct,2025-03-13 00:00:00,0.0,0,0.0
U000156,2,2,Referral,2025-03-13 13:50:31,0.0,0,0.0
U000157,1,1,Direct,2025-01-31 00:00:00,0.0,1,2410.67
U000158,1,2,Paid Social,2025-02-27 00:00:00,13.25,0,0.0
U000158,2,2,Email,2025-02-27 19:38:11,0.0,0,0.0
U000159,1,1,Paid Search,2025-02-14 00:00:00,40.1,0,0.0
U000160,1,1,Direct,2025-01-18 00:00:00,0.0,0,0.0
U000161,1,3,Paid Social,2025-03-15 00:00:00,3.47,0,0.0
U000161,2,3,Paid Social,2025-03-15 09:08:44,13.32,0,0.0
U000161,3,3,Display,2025-03-15 20:52:27,3.84,0,0.0
U000162,1,4,Display,2025-02-05 00:00:00,3.1,1,0.0
U000162,2,4,Organic Search,2025-02-05 10:56:11,0.0,1,0.0
U000162,3,4,Display,2025-02-07 05:02:15,4.4,1,0.0
U000162,4,4,Referral,2025-02-07 06:56:17,0.0,1,2414.15
